lat,long,time,date,area(place),roadtype,temperature,weather,vehicletype,rain,humidity,accidents,traffic
17.81732,83.38437,19:15,2023-04-28,Gajuwaka,Minor Arterial,27.5,Clear,Car,0.711,73.2,1,73.9
17.61601,83.322982,01:43,2021-02-13,Gopalapatnam,Major Arterial,31.2,Drizzle,Two-wheeler,0.598,81.2,1,12.2
17.905038,83.188963,14:43,2019-04-02,Seethammadhara,Minor Arterial,32.3,Fog,Two-wheeler,0.425,69.9,1,47.6
17.940721,83.210861,19:00,2021-04-30,Gajuwaka,National Highway,30.3,Light Rain,Car,0.048,79.2,2,86.1
17.939107,83.360548,23:19,2022-01-12,NAD Junction,Minor Arterial,30.5,Overcast,Truck,0.177,86.4,1,37.5
17.862378,83.202327,14:05,2019-10-27,Pendurthi,Major Arterial,28.4,Overcast,Car,0.153,64.8,1,38.5
17.64553,83.168131,12:47,2019-10-23,Gajuwaka,Local Road,31.6,Clear,Two-wheeler,0.045,76.6,1,44.0
17.865392,83.32582,07:15,2020-10-08,Pendurthi,Local Road,33.7,Clear,Truck,0.119,67.7,1,43.2
17.608605,83.250632,20:18,2023-01-17,MVP Colony,Major Arterial,27.2,Drizzle,Two-wheeler,0.125,72.8,1,56.5
17.607743,83.38001,11:17,2022-07-28,NAD Junction,Ghat Road,27.1,Heavy Rain,Two-wheeler,0.413,87.0,2,52.2
17.713264,83.312564,19:59,2021-09-27,MVP Colony,National Highway,26.5,Light Rain,Auto-rickshaw,4.648,66.6,1,59.8
17.771025,83.172605,06:00,2021-12-18,Anakapalle,Local Road,28.1,Light Rain,Two-wheeler,0.136,53.4,1,8.0
17.869643,83.386964,05:49,2021-06-27,MVP Colony,Major Arterial,32.1,Clear,Two-wheeler,1.116,69.9,1,13.6
17.839153,83.214639,02:57,2021-05-20,Siripuram,Major Arterial,27.8,Overcast,Car,0.183,78.7,1,14.9
17.756066,83.234303,15:51,2022-09-27,Seethammadhara,State Highway,23.9,Clear,Two-wheeler,3.27,74.8,1,63.6
17.695769,83.250565,12:38,2021-01-22,Malkapuram,Minor Arterial,28.7,Clear,Two-wheeler,0.152,70.1,1,30.6
17.948994,83.162806,12:10,2023-01-28,Rushikonda,National Highway,27.9,Drizzle,Car,0.156,87.2,1,38.4
17.749163,83.274129,01:00,2019-12-08,Gajuwaka,Minor Arterial,28.6,Overcast,Truck,0.055,67.4,3,16.1
17.757985,83.18083,09:09,2023-06-22,Vizag Port,State Highway,22.1,Light Rain,Car,1.385,60.5,1,48.9
17.657268,83.250243,18:06,2019-03-03,Malkapuram,Local Road,32.6,Clear,Two-wheeler,0.096,61.9,1,90.7
17.878183,83.237677,09:21,2021-02-14,Vizag Port,Minor Arterial,28.6,Overcast,Auto-rickshaw,0.208,81.9,1,41.4
17.842789,83.34321,18:26,2020-09-16,Dwaraka Nagar,Local Road,35.3,Drizzle,Auto-rickshaw,0.537,68.2,1,92.0
17.677269,83.350793,18:38,2022-12-23,MVP Colony,Local Road,29.2,Light Rain,Two-wheeler,0.252,59.0,1,83.3
17.628833,83.188353,19:18,2023-08-09,Malkapuram,State Highway,26.8,Heavy Rain,Car,1.447,66.4,1,81.8
17.838175,83.241638,11:11,2023-10-18,Dwaraka Nagar,National Highway,28.8,Clear,Car,0.129,69.2,1,30.5
17.829079,83.243338,17:46,2019-09-13,Gopalapatnam,Major Arterial,32.4,Heavy Rain,Car,0.153,70.2,1,42.4
17.695641,83.187853,16:13,2021-04-07,Dwaraka Nagar,Local Road,28.8,Clear,Cycle,0.197,76.2,2,58.2
17.932802,83.349613,06:06,2021-10-10,Seethammadhara,Minor Arterial,29.8,Overcast,Cycle,0.392,68.7,3,8.0
17.65287,83.326807,06:45,2023-11-29,Vizag Port,Local Road,29.3,Clear,Car,0.038,88.7,1,9.6
17.751317,83.197595,16:57,2023-09-26,MVP Colony,Local Road,29.8,Storm,Two-wheeler,0.133,66.3,1,89.4
17.930266,83.24168,15:13,2022-10-02,Pendurthi,Local Road,25.3,Clear,Two-wheeler,0.008,77.5,1,60.2
17.746905,83.176451,11:29,2023-03-30,Pendurthi,Minor Arterial,29.9,Clear,Two-wheeler,0.006,84.7,1,45.1
17.823484,83.307052,20:00,2022-08-20,Anakapalle,Minor Arterial,29.7,Clear,Car,2.768,66.8,1,57.1
17.739158,83.180343,11:19,2020-09-06,Rushikonda,Local Road,32.7,Light Rain,Auto-rickshaw,1.951,54.4,1,55.7
17.695975,83.396484,13:25,2019-09-02,Dwaraka Nagar,Local Road,33.3,Clear,Two-wheeler,0.339,67.2,1,39.4
17.944392,83.345171,18:05,2021-01-26,Gajuwaka,Minor Arterial,29.1,Drizzle,Car,0.498,64.4,1,90.2
17.743267,83.24756,12:44,2021-04-03,Pendurthi,Minor Arterial,31.7,Overcast,Two-wheeler,0.029,59.3,1,34.2
17.912935,83.294641,15:28,2021-02-18,Kurmannapalem,Minor Arterial,25.1,Fog,Auto-rickshaw,0.094,74.7,1,59.7
17.680484,83.377835,16:23,2023-10-26,Kailasagiri,Major Arterial,27.4,Overcast,Cycle,0.12,71.0,1,64.5
17.674587,83.288525,06:47,2021-01-01,MVP Colony,Local Road,26.6,Clear,Bus,0.016,78.9,1,17.9
17.610897,83.193625,05:10,2022-12-06,Anakapalle,Minor Arterial,30.9,Drizzle,Two-wheeler,0.085,51.5,1,0.0
17.828083,83.244676,07:54,2021-05-27,Scindia,State Highway,31.9,Drizzle,Two-wheeler,0.021,64.1,1,41.9
17.728984,83.360786,12:28,2022-05-25,Dwaraka Nagar,State Highway,28.1,Clear,Two-wheeler,0.312,77.7,1,39.0
17.902525,83.311053,06:57,2020-05-30,Anakapalle,Local Road,28.5,Drizzle,Car,0.01,82.4,4,3.4
17.765623,83.312681,11:24,2020-04-18,Pendurthi,Minor Arterial,38.0,Clear,Two-wheeler,0.003,69.1,2,45.7
17.938868,83.366705,20:28,2019-02-05,Bheemunipatnam,Major Arterial,26.7,Clear,Cycle,0.264,79.5,1,65.8
17.664934,83.373493,17:24,2022-04-16,NAD Junction,State Highway,33.0,Clear,Bus,0.304,79.5,1,67.9
17.904018,83.379948,14:33,2022-11-11,Siripuram,Minor Arterial,28.1,Drizzle,Two-wheeler,0.137,86.3,1,58.2
17.871809,83.173712,14:49,2023-11-28,Gajuwaka,State Highway,27.3,Light Rain,Two-wheeler,0.077,84.8,1,48.1
17.869823,83.286032,22:31,2021-11-06,Vizag Port,Minor Arterial,31.5,Fog,Car,0.054,75.0,1,17.8
17.895674,83.335127,22:08,2023-10-01,Gajuwaka,Minor Arterial,26.6,Clear,Two-wheeler,0.025,49.7,1,31.4
17.866358,83.339232,17:38,2021-04-09,Rushikonda,Minor Arterial,30.1,Clear,Two-wheeler,0.132,92.2,1,70.3
17.819177,83.301679,09:04,2021-12-07,Kurmannapalem,Local Road,32.1,Drizzle,Car,0.135,72.5,1,44.7
17.645936,83.191697,04:54,2021-12-21,Vizag Port,National Highway,26.8,Clear,Auto-rickshaw,0.122,61.3,1,10.6
17.611384,83.349355,07:37,2021-12-28,Malkapuram,Major Arterial,23.8,Clear,Auto-rickshaw,0.301,87.5,1,34.2
17.922297,83.330028,10:48,2023-08-10,NAD Junction,National Highway,24.6,Light Rain,Two-wheeler,0.158,69.4,1,34.6
17.815828,83.171534,10:15,2020-01-01,Dwaraka Nagar,State Highway,29.5,Clear,Bus,0.222,100.0,1,50.4
17.878788,83.265952,18:41,2022-03-31,Gajuwaka,State Highway,25.9,Light Rain,Car,0.103,67.3,1,87.2
17.768533,83.193494,08:58,2023-10-29,Anakapalle,Local Road,31.4,Overcast,Two-wheeler,0.055,65.9,2,49.1
17.641058,83.234369,12:52,2021-08-02,Gopalapatnam,Major Arterial,28.1,Heavy Rain,Car,1.717,52.0,1,27.4
17.643815,83.15452,20:18,2021-09-02,Pendurthi,Local Road,30.3,Clear,Cycle,0.33,66.8,1,63.9
17.839948,83.250082,06:39,2023-02-20,Bheemunipatnam,National Highway,29.1,Clear,Two-wheeler,0.053,91.8,1,20.3
17.750607,83.287469,15:08,2020-03-06,Rushikonda,Minor Arterial,31.2,Clear,Two-wheeler,1.307,73.0,1,62.4
17.670184,83.304896,08:16,2021-05-08,Dwaraka Nagar,Ghat Road,36.7,Overcast,Car,0.439,67.8,1,56.2
17.772058,83.315873,19:58,2023-02-21,Rushikonda,State Highway,29.7,Clear,Two-wheeler,0.239,92.3,1,92.7
17.622473,83.359073,13:05,2019-08-18,Kailasagiri,Major Arterial,29.5,Light Rain,Truck,0.569,74.2,1,37.2
17.80369,83.203866,07:15,2020-01-05,Seethammadhara,Minor Arterial,31.3,Clear,Car,0.154,82.4,5,38.5
17.694148,83.18012,18:36,2019-06-27,Rushikonda,Minor Arterial,26.3,Heavy Rain,Truck,0.203,64.0,1,90.6
17.879146,83.362884,01:46,2022-12-04,Dwaraka Nagar,Minor Arterial,29.6,Fog,Two-wheeler,0.081,57.7,1,17.5
17.708627,83.189153,17:53,2020-07-21,NAD Junction,Major Arterial,25.2,Clear,Truck,0.106,71.3,1,64.0
17.759327,83.39369,15:21,2023-06-02,Anakapalle,Local Road,25.7,Heavy Rain,Two-wheeler,1.414,55.7,1,55.7
17.604067,83.360635,20:38,2022-07-17,Gajuwaka,Minor Arterial,26.6,Light Rain,Two-wheeler,2.923,81.8,5,64.3
17.625356,83.275219,14:13,2022-05-14,Pendurthi,State Highway,34.8,Storm,Auto-rickshaw,0.332,82.3,1,44.1
17.737373,83.395355,23:44,2021-03-03,Siripuram,Local Road,27.6,Drizzle,Car,0.388,82.8,1,30.1
17.767979,83.174344,14:51,2023-10-30,Gopalapatnam,Minor Arterial,25.7,Clear,Two-wheeler,0.038,57.0,1,42.1
17.810007,83.225766,19:13,2021-06-18,Malkapuram,Minor Arterial,30.3,Drizzle,Two-wheeler,1.575,82.0,1,86.8
17.702082,83.309556,21:06,2023-11-10,NAD Junction,Local Road,23.1,Storm,Two-wheeler,0.628,60.5,1,30.7
17.843244,83.237502,17:24,2021-09-01,MVP Colony,Minor Arterial,22.4,Clear,Auto-rickshaw,2.294,83.8,1,75.6
17.901043,83.382093,18:27,2023-12-29,MVP Colony,National Highway,27.2,Overcast,Bus,0.001,64.7,1,78.7
17.872948,83.166407,17:16,2019-03-23,Scindia,Minor Arterial,27.2,Clear,Two-wheeler,0.428,79.4,1,66.1
17.613867,83.287353,13:03,2021-04-25,Gajuwaka,Local Road,34.1,Drizzle,Car,0.245,83.7,1,57.7
17.768177,83.297717,21:02,2021-01-31,Gajuwaka,Minor Arterial,31.6,Clear,Two-wheeler,0.026,84.0,1,40.3
17.636726,83.313182,21:32,2022-05-01,Gopalapatnam,Ghat Road,30.7,Light Rain,Car,0.075,44.1,1,31.7
17.684716,83.213917,11:07,2020-09-09,Kailasagiri,National Highway,27.4,Drizzle,Two-wheeler,0.188,54.1,1,32.9
17.945332,83.241142,13:32,2022-04-27,Vizag Port,State Highway,28.7,Clear,Two-wheeler,0.262,69.5,1,39.1
17.649873,83.36092,21:12,2022-07-23,Dwaraka Nagar,Minor Arterial,27.7,Heavy Rain,Car,0.005,77.9,1,49.1
17.774611,83.198736,15:42,2022-01-02,Bheemunipatnam,Minor Arterial,20.3,Overcast,Bus,0.125,98.2,1,62.9
17.816355,83.356717,20:58,2021-10-30,Pendurthi,Major Arterial,26.6,Fog,Car,1.713,67.1,1,37.7
17.845863,83.290664,13:59,2023-07-17,Pendurthi,Local Road,27.8,Overcast,Auto-rickshaw,2.857,81.9,1,49.2
17.795877,83.340547,16:22,2019-08-04,Bheemunipatnam,State Highway,25.6,Heavy Rain,Auto-rickshaw,1.327,79.4,1,68.9
17.60342,83.328402,07:54,2019-10-17,MVP Colony,National Highway,26.1,Clear,Car,0.237,56.8,3,49.3
17.714261,83.201878,19:42,2020-03-20,Siripuram,Local Road,27.1,Light Rain,Two-wheeler,0.185,78.5,1,79.2
17.781199,83.292203,22:15,2021-07-11,NAD Junction,Major Arterial,28.0,Light Rain,Car,2.498,67.8,1,20.4
17.630753,83.366931,12:22,2020-07-05,Malkapuram,Local Road,30.6,Clear,Two-wheeler,3.257,64.6,1,35.5
17.722719,83.258029,08:04,2019-07-12,Gopalapatnam,Major Arterial,29.3,Heavy Rain,Two-wheeler,2.182,90.8,1,46.9
17.611621,83.391648,18:00,2023-07-21,MVP Colony,National Highway,30.6,Clear,Car,0.301,77.6,1,100.0
17.627502,83.263054,18:27,2019-10-16,NAD Junction,Local Road,29.7,Clear,Truck,0.093,61.9,1,71.1
17.738923,83.185696,05:12,2020-08-05,Dwaraka Nagar,Local Road,28.3,Clear,Two-wheeler,2.302,66.6,1,2.1
17.646451,83.247359,03:06,2023-07-31,Malkapuram,Minor Arterial,34.7,Overcast,Car,2.599,75.1,1,24.0
17.798639,83.387926,19:44,2022-03-13,Anakapalle,National Highway,25.9,Clear,Two-wheeler,0.198,82.3,1,73.6
17.841313,83.22993,10:23,2022-11-13,Seethammadhara,Minor Arterial,25.3,Clear,Car,0.25,49.4,1,29.9
17.880205,83.367025,08:13,2022-12-01,Gajuwaka,State Highway,27.5,Clear,Car,0.038,81.1,1,60.2
17.670053,83.370313,06:22,2022-10-25,Gopalapatnam,Local Road,27.8,Clear,Car,0.093,72.2,1,9.9
17.658619,83.237547,08:39,2021-05-06,Gopalapatnam,Major Arterial,31.4,Clear,Car,0.153,67.0,1,48.7
17.636599,83.170814,11:43,2023-01-04,Rushikonda,Local Road,25.1,Clear,Cycle,0.823,100.0,2,57.5
17.822751,83.331139,13:15,2021-02-19,Gajuwaka,Major Arterial,33.9,Fog,Two-wheeler,0.321,84.2,1,38.6
17.847267,83.227878,18:27,2021-06-14,Bheemunipatnam,Minor Arterial,27.0,Clear,Two-wheeler,0.321,90.5,1,80.8
17.611055,83.345731,14:56,2021-07-08,Gajuwaka,Local Road,25.1,Heavy Rain,Car,0.652,86.2,1,45.3
17.927674,83.260664,00:15,2023-08-02,Kailasagiri,National Highway,28.8,Heavy Rain,Car,0.367,92.8,1,23.7
17.61819,83.271317,18:48,2020-07-17,Gopalapatnam,Local Road,31.3,Light Rain,Truck,0.248,84.4,1,66.6
17.789454,83.344477,11:19,2023-04-02,Kailasagiri,State Highway,35.8,Clear,Two-wheeler,0.026,86.8,1,52.1
17.848171,83.245591,14:55,2023-08-28,Gajuwaka,Major Arterial,20.8,Overcast,Car,5.059,80.3,1,63.8
17.904839,83.260782,17:55,2019-01-13,Seethammadhara,Minor Arterial,30.3,Light Rain,Car,0.474,95.4,1,80.3
17.84993,83.244048,09:16,2023-09-22,MVP Colony,Local Road,33.3,Overcast,Two-wheeler,0.99,65.8,1,42.3
17.880605,83.241835,13:01,2021-09-13,Vizag Port,National Highway,26.2,Light Rain,Car,1.193,75.6,1,38.2
17.718808,83.281487,17:06,2019-12-06,Malkapuram,Minor Arterial,27.3,Overcast,Car,0.365,62.3,1,62.1
17.885189,83.3522,12:12,2021-05-14,Pendurthi,Minor Arterial,28.2,Clear,Truck,0.209,85.5,1,50.0
17.62804,83.240442,17:29,2023-12-05,MVP Colony,Major Arterial,26.3,Clear,Two-wheeler,0.264,64.8,1,78.1
17.913186,83.281064,12:57,2019-11-08,Dwaraka Nagar,Major Arterial,24.8,Clear,Two-wheeler,0.313,66.8,1,36.8
17.791657,83.317682,18:01,2021-01-02,Bheemunipatnam,Minor Arterial,30.8,Clear,Car,0.132,61.9,1,86.3
17.886054,83.21736,10:55,2022-02-01,Gopalapatnam,State Highway,27.7,Fog,Two-wheeler,0.736,99.7,1,42.3
17.758311,83.219381,17:47,2019-12-05,NAD Junction,Major Arterial,19.0,Clear,Car,0.198,55.4,1,65.5
17.825252,83.383353,08:47,2022-05-06,Gajuwaka,Local Road,29.2,Light Rain,Two-wheeler,0.201,80.5,1,70.4
17.784241,83.330884,11:32,2019-10-27,Gajuwaka,Local Road,25.9,Clear,Two-wheeler,0.03,76.3,1,53.3
17.856056,83.294297,18:44,2023-01-07,Seethammadhara,Major Arterial,30.6,Clear,Two-wheeler,0.88,95.1,1,70.9
17.62857,83.31193,10:02,2019-12-25,Vizag Port,Minor Arterial,27.8,Drizzle,Cycle,0.015,62.9,1,42.4
17.621123,83.157325,15:46,2022-10-23,Malkapuram,National Highway,27.7,Light Rain,Truck,0.849,56.6,1,75.1
17.686486,83.304526,05:56,2019-06-18,NAD Junction,Minor Arterial,29.9,Fog,Truck,3.621,84.6,1,0.0
17.655841,83.277377,17:49,2022-03-18,Seethammadhara,Ghat Road,31.2,Clear,Car,0.388,90.2,1,84.3
17.905124,83.286437,10:07,2021-01-30,Kailasagiri,Major Arterial,28.8,Clear,Car,0.224,84.7,1,32.2
17.676725,83.239856,13:53,2021-02-06,Dwaraka Nagar,Minor Arterial,26.0,Clear,Two-wheeler,0.188,80.3,1,52.3
17.941553,83.170368,16:36,2021-09-08,Seethammadhara,Local Road,23.5,Drizzle,Two-wheeler,8.535,71.0,1,52.9
17.717914,83.198335,17:40,2019-02-11,Malkapuram,Minor Arterial,32.3,Clear,Auto-rickshaw,0.73,68.8,1,80.3
17.663741,83.387686,19:16,2019-07-21,Anakapalle,Major Arterial,38.0,Fog,Car,2.506,51.4,1,76.5
17.876394,83.252175,09:21,2021-08-27,Malkapuram,State Highway,28.4,Drizzle,Cycle,0.136,89.2,1,60.0
17.830548,83.266671,10:52,2022-06-21,NAD Junction,Major Arterial,28.9,Drizzle,Car,0.698,75.1,3,34.3
17.774369,83.163177,17:17,2023-08-20,NAD Junction,Major Arterial,32.5,Drizzle,Two-wheeler,3.014,80.8,1,74.1
17.794377,83.159392,08:15,2020-04-08,Rushikonda,Minor Arterial,25.9,Overcast,Two-wheeler,0.242,73.9,1,58.0
17.851721,83.329295,17:06,2020-03-24,Pendurthi,Major Arterial,30.9,Clear,Auto-rickshaw,0.026,75.1,1,94.4
17.679959,83.284524,10:54,2021-07-01,Anakapalle,Local Road,29.1,Drizzle,Two-wheeler,0.642,69.1,2,36.1
17.948717,83.277176,12:07,2021-03-08,Pendurthi,State Highway,25.7,Drizzle,Two-wheeler,0.004,76.6,1,46.9
17.941178,83.210781,14:25,2021-03-04,Dwaraka Nagar,Major Arterial,26.4,Light Rain,Two-wheeler,0.447,89.9,1,31.4
17.827614,83.336188,11:58,2020-03-12,Dwaraka Nagar,Minor Arterial,24.1,Clear,Car,0.275,79.9,1,32.0
17.66984,83.192059,19:39,2023-11-09,Bheemunipatnam,State Highway,31.4,Clear,Two-wheeler,0.114,85.8,1,59.7
17.83808,83.197484,16:19,2020-06-14,Seethammadhara,Minor Arterial,24.9,Light Rain,Two-wheeler,2.143,63.7,4,73.1
17.625269,83.265178,12:09,2020-07-18,Vizag Port,Major Arterial,29.2,Light Rain,Car,4.064,72.0,1,35.8
17.610728,83.22157,17:55,2023-06-09,Gajuwaka,State Highway,23.1,Overcast,Two-wheeler,0.493,74.5,1,61.8
17.690189,83.211866,15:24,2022-07-20,Pendurthi,State Highway,32.2,Overcast,Two-wheeler,0.505,81.1,1,48.7
17.761918,83.311309,08:03,2022-12-24,Gajuwaka,Major Arterial,27.4,Overcast,Two-wheeler,0.132,60.8,1,52.9
17.903895,83.312743,05:14,2021-05-21,Siripuram,Local Road,34.2,Clear,Two-wheeler,0.245,87.7,1,4.1
17.854509,83.356129,12:14,2019-08-01,Gajuwaka,National Highway,27.4,Heavy Rain,Car,7.451,79.0,1,40.8
17.859947,83.254427,05:06,2021-08-06,Rushikonda,Local Road,26.2,Drizzle,Two-wheeler,0.267,88.6,1,21.3
17.748923,83.168271,05:34,2022-02-01,Bheemunipatnam,Major Arterial,24.0,Light Rain,Two-wheeler,0.084,74.7,1,16.7
17.721077,83.218417,08:31,2019-07-11,Kailasagiri,Minor Arterial,31.2,Overcast,Two-wheeler,0.678,57.2,2,73.5
17.729864,83.395001,17:12,2023-09-09,Dwaraka Nagar,Minor Arterial,26.9,Overcast,Car,1.941,81.1,1,57.6
17.945677,83.299065,05:43,2023-08-10,Gajuwaka,Local Road,28.9,Storm,Car,3.265,83.5,1,14.0
17.614038,83.327434,18:18,2022-11-04,Gopalapatnam,Local Road,25.9,Drizzle,Bus,0.041,45.8,1,71.5
17.903461,83.151839,07:11,2022-01-09,NAD Junction,Ghat Road,27.9,Clear,Car,0.25,86.7,1,30.7
17.802536,83.279551,15:17,2020-12-05,Dwaraka Nagar,Local Road,28.6,Clear,Two-wheeler,0.481,70.9,3,59.0
17.753515,83.159382,15:23,2020-07-02,Bheemunipatnam,Major Arterial,22.7,Light Rain,Car,0.194,68.4,1,69.8
17.85384,83.292308,12:59,2022-11-01,Gopalapatnam,Local Road,26.0,Overcast,Car,0.202,84.6,1,19.6
17.770334,83.380193,05:21,2019-06-03,Seethammadhara,Ghat Road,32.7,Drizzle,Truck,0.339,70.8,1,10.1
17.905698,83.392105,05:42,2023-07-24,MVP Colony,State Highway,25.5,Light Rain,Two-wheeler,0.873,90.8,1,15.0
17.915246,83.285138,16:33,2020-07-24,MVP Colony,Local Road,30.7,Clear,Two-wheeler,0.203,83.2,1,76.6
17.747602,83.264551,09:32,2023-10-26,Vizag Port,Minor Arterial,29.0,Clear,Bus,0.23,77.4,1,59.3
17.69689,83.386254,14:29,2023-11-20,Anakapalle,Local Road,29.5,Drizzle,Car,0.103,73.9,1,47.6
17.807323,83.318402,15:45,2019-08-28,Vizag Port,Local Road,29.9,Light Rain,Car,1.256,79.9,1,52.3
17.919327,83.166225,08:14,2020-01-09,Vizag Port,Local Road,28.1,Clear,Car,0.148,75.1,1,59.8
17.673732,83.266431,09:49,2021-03-15,Dwaraka Nagar,Local Road,26.3,Clear,Two-wheeler,0.237,66.6,1,39.7
17.818038,83.210061,16:33,2021-03-09,Gajuwaka,National Highway,25.8,Drizzle,Car,0.452,95.6,1,64.3
17.821046,83.267451,18:32,2022-05-12,Gajuwaka,State Highway,30.0,Light Rain,Truck,0.066,70.5,1,81.1
17.85659,83.263866,18:19,2020-09-02,Scindia,National Highway,31.8,Heavy Rain,Truck,1.356,69.3,1,89.3
17.646049,83.295536,18:12,2022-10-05,Pendurthi,National Highway,23.9,Clear,Two-wheeler,0.171,56.8,1,80.7
17.850539,83.239193,17:53,2020-11-18,Dwaraka Nagar,Major Arterial,27.1,Heavy Rain,Car,0.076,75.2,1,65.8
17.918161,83.191068,20:36,2021-02-12,Gajuwaka,Minor Arterial,23.5,Clear,Two-wheeler,0.138,69.2,1,60.2
17.662889,83.27593,05:22,2023-12-12,Kailasagiri,Major Arterial,26.3,Light Rain,Auto-rickshaw,0.008,71.9,2,11.5
17.68314,83.357551,14:20,2019-05-23,Seethammadhara,Local Road,30.6,Light Rain,Car,0.111,73.0,1,62.9
17.939988,83.316003,00:09,2022-04-27,Kailasagiri,Local Road,35.2,Light Rain,Car,0.063,79.7,2,20.5
17.663342,83.234592,13:29,2019-09-29,Malkapuram,Minor Arterial,32.5,Overcast,Car,2.992,88.3,1,48.5
17.899035,83.383881,08:10,2023-04-05,NAD Junction,Major Arterial,25.6,Clear,Auto-rickshaw,0.089,66.1,1,65.0
17.772297,83.378052,06:24,2022-08-16,Gajuwaka,Major Arterial,23.5,Light Rain,Cycle,0.32,67.4,1,20.2
17.686531,83.202337,20:13,2020-03-01,MVP Colony,State Highway,27.5,Overcast,Two-wheeler,0.151,70.9,1,47.9
17.904762,83.159854,10:12,2019-02-15,Dwaraka Nagar,Minor Arterial,30.3,Overcast,Car,0.333,84.7,2,25.3
17.755857,83.335327,16:17,2019-04-05,Gajuwaka,Minor Arterial,26.2,Clear,Car,0.087,81.5,1,71.7
17.780186,83.356903,18:20,2019-03-05,NAD Junction,Minor Arterial,26.9,Clear,Two-wheeler,0.375,76.4,1,74.2
17.725732,83.391966,17:15,2020-02-17,Kailasagiri,Local Road,31.1,Heavy Rain,Auto-rickshaw,0.079,91.5,1,82.6
17.807533,83.372459,18:50,2023-07-25,MVP Colony,Major Arterial,31.5,Clear,Two-wheeler,1.995,74.1,1,83.9
17.657233,83.300134,08:00,2021-10-29,Scindia,National Highway,27.1,Drizzle,Two-wheeler,0.024,64.1,1,52.1
17.736879,83.282513,21:15,2020-04-03,Malkapuram,Local Road,25.0,Light Rain,Two-wheeler,0.013,90.6,1,55.6
17.939294,83.15696,06:32,2023-10-05,Rushikonda,State Highway,31.1,Overcast,Car,0.268,67.8,1,17.7
17.690347,83.211664,04:04,2022-12-03,Malkapuram,Minor Arterial,25.2,Overcast,Bus,0.092,66.1,1,24.3
17.829858,83.264904,13:12,2020-04-14,Rushikonda,Local Road,32.6,Light Rain,Car,0.1,76.5,1,46.7
17.713817,83.307126,12:29,2021-03-20,Gajuwaka,State Highway,25.3,Clear,Two-wheeler,0.171,80.8,1,45.6
17.870716,83.289313,07:22,2020-05-20,Bheemunipatnam,Minor Arterial,31.3,Clear,Two-wheeler,0.867,88.1,1,51.0
17.645806,83.335659,17:20,2023-09-06,Vizag Port,Minor Arterial,28.9,Overcast,Cycle,0.282,80.3,1,61.5
17.939437,83.219942,19:46,2022-01-01,Seethammadhara,Local Road,31.9,Light Rain,Two-wheeler,0.071,87.2,1,78.7
17.758826,83.291238,19:18,2019-03-25,Malkapuram,State Highway,23.8,Clear,Cycle,0.209,68.9,1,84.9
17.682618,83.172036,18:11,2019-02-28,Vizag Port,Local Road,25.4,Light Rain,Auto-rickshaw,0.241,79.6,1,89.4
17.625724,83.253416,11:59,2021-11-10,NAD Junction,National Highway,32.8,Clear,Car,0.245,67.6,3,35.6
17.659415,83.33754,14:55,2023-01-21,Kurmannapalem,Minor Arterial,28.7,Clear,Auto-rickshaw,0.181,86.6,1,43.0
17.781921,83.32335,19:27,2021-07-06,Rushikonda,Major Arterial,25.4,Light Rain,Two-wheeler,1.331,71.9,1,88.6
17.717951,83.397661,16:04,2019-06-06,Siripuram,State Highway,30.2,Light Rain,Auto-rickshaw,0.24,89.4,1,51.6
17.890109,83.219473,18:22,2022-09-14,Anakapalle,Major Arterial,25.0,Overcast,Two-wheeler,2.699,77.8,1,83.3
17.750811,83.274547,19:32,2023-05-16,Vizag Port,State Highway,31.6,Clear,Car,0.002,82.1,1,61.9
17.68705,83.232383,12:20,2020-07-29,Dwaraka Nagar,Major Arterial,25.9,Light Rain,Car,0.811,64.0,1,18.4
17.816001,83.260151,08:38,2021-04-16,Pendurthi,National Highway,34.7,Fog,Car,0.049,70.2,1,72.7
17.847372,83.364238,14:28,2020-11-10,Gopalapatnam,Local Road,25.4,Drizzle,Two-wheeler,0.022,63.7,1,38.5
17.658465,83.321052,17:25,2019-07-22,Dwaraka Nagar,State Highway,20.0,Light Rain,Car,0.577,73.9,1,50.5
17.658667,83.37061,19:25,2023-07-23,Gajuwaka,Local Road,26.7,Fog,Car,1.606,85.7,1,77.3
17.612835,83.200878,15:36,2023-11-16,Kurmannapalem,Local Road,26.0,Clear,Auto-rickshaw,0.137,61.4,1,53.8
17.857741,83.36834,10:24,2022-02-03,Rushikonda,Major Arterial,27.3,Clear,Car,0.414,63.6,1,68.9
17.832332,83.164941,18:22,2022-02-19,MVP Colony,Minor Arterial,29.7,Clear,Car,0.183,94.1,1,66.5
17.766121,83.37215,13:53,2019-11-14,Pendurthi,Major Arterial,24.5,Light Rain,Auto-rickshaw,0.058,64.4,1,50.5
17.89546,83.232268,23:10,2022-04-20,Dwaraka Nagar,Ghat Road,28.7,Overcast,Auto-rickshaw,0.145,76.8,1,18.5
17.881985,83.228647,15:46,2023-06-27,Pendurthi,Minor Arterial,28.0,Light Rain,Car,0.387,85.1,1,58.3
17.804874,83.278022,13:31,2022-09-01,Gopalapatnam,Local Road,26.0,Clear,Truck,0.295,83.1,1,30.4
17.903895,83.385173,10:23,2023-12-02,Malkapuram,Major Arterial,28.2,Clear,Car,0.62,58.7,1,62.5
